Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,TRB,AST,STL,BLK,TOV,PF,Team,Season,Class,Pos,Height
Kemy Osse,35,24.0,579,6.6,18.3,1.8,5.8,4.8,12.5,1.3,2.1,7.6,2.9,3.5,0.7,1.7,4.4,arkansas-little-rock,2016,3.0,G,73.0
Mareik Isom,34,9.0,646,6.2,15.3,2.2,5.2,4.0,10.2,2.8,3.5,8.7,1.4,1.1,1.5,1.3,9.0,arkansas-little-rock,2016,3.0,G,79.0
Maurius Hill,35,17.0,474,5.7,13.5,4.8,11.0,0.9,2.5,2.9,4.2,14.0,1.7,2.0,0.7,4.3,4.6,arkansas-little-rock,2016,3.0,F,77.0
Jermaine Ruttley,35,17.0,642,3.9,10.5,3.2,7.1,0.7,3.4,2.5,3.2,9.8,5.2,1.8,0.1,2.3,6.2,arkansas-little-rock,2016,4.0,G,75.0
Daniel Green,21,2.0,143,3.9,10.4,3.9,9.5,0.0,0.9,2.6,4.8,14.7,0.9,1.3,3.0,3.5,13.0,arkansas-little-rock,2016,4.0,F,82.0
Stetson Billings,29,1.0,224,1.9,8.3,1.7,6.9,0.3,1.4,0.8,1.7,8.8,2.8,1.4,1.4,2.2,9.4,arkansas-little-rock,2016,3.0,F,77.0
Thomas Brandsma,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,0.0,0.0,0.0,0.0,0.0,arkansas-little-rock,2016,4.0,F,77.0
Thaddeus Handley,22,17.0,334,10.1,21.8,7.9,16.0,2.2,5.9,2.4,4.0,12.7,1.5,3.1,0.6,6.2,6.8,arkansas-pine-bluff,2016,4.0,F,78.0
Marquis Cunningham,33,16.0,507,8.9,18.8,8.9,18.6,0.0,0.2,5.9,9.2,12.6,2.3,1.8,4.1,4.3,11.5,arkansas-pine-bluff,2016,3.0,C,80.0
Charles Jackson,33,5.0,586,7.4,17.6,3.8,6.7,3.7,10.9,3.0,4.5,6.1,3.3,2.3,0.5,5.9,8.9,arkansas-pine-bluff,2016,1.0,G,77.0
Ghiavonni Robinson,33,31.0,1044,7.4,22.5,3.8,9.0,3.6,13.4,3.1,4.9,6.2,3.9,2.7,0.2,4.8,4.4,arkansas-pine-bluff,2016,3.0,G,75.0
Jovaughn Love,33,31.0,900,7.1,20.9,5.4,14.4,1.7,6.5,4.2,6.5,9.7,2.4,1.4,0.9,3.5,4.6,arkansas-pine-bluff,2016,4.0,G,81.0
Jaquan Lynch,17,0.0,269,5.5,15.5,1.6,5.2,3.9,10.2,2.0,2.3,5.2,4.1,2.5,0.0,3.4,2.0,arkansas-pine-bluff,2016,3.0,G,75.0
Deshon Bayless,15,5.0,273,5.6,15.7,3.8,10.5,1.8,5.2,3.1,5.4,6.7,2.0,2.7,0.0,3.1,10.8,arkansas-pine-bluff,2016,3.0,F,80.0
Devin Berry,28,11.0,365,5.7,13.3,5.7,13.3,0.0,0.0,4.5,8.9,14.8,2.2,1.5,1.8,6.2,12.4,arkansas-pine-bluff,2016,3.0,F,79.0
Trent Whiting,33,7.0,696,5.8,12.8,4.8,9.6,1.0,3.3,2.6,4.0,8.0,4.5,2.0,1.4,4.0,4.7,arkansas-pine-bluff,2016,4.0,F,79.0
Marcus Wallace,31,23.0,664,4.4,11.9,2.3,5.1,2.1,6.8,2.0,2.9,4.4,2.2,2.2,0.0,4.3,3.2,arkansas-pine-bluff,2016,1.0,G,75.0
Austin Cox,28,1.0,275,4.9,10.2,3.1,5.8,1.8,4.5,1.3,2.5,11.1,2.0,3.3,0.4,4.0,4.9,arkansas-pine-bluff,2016,2.0,G,76.0
Chauncy Parker,32,14.0,277,2.7,4.2,2.7,4.2,0.0,0.0,0.9,2.7,8.2,3.5,1.8,5.3,5.1,14.8,arkansas-pine-bluff,2016,4.0,C,80.0
J'Breun Sprinkle,18,0.0,191,2.6,4.5,2.2,3.8,0.3,0.6,0.3,1.3,3.5,2.9,3.2,0.0,5.1,3.5,arkansas-pine-bluff,2016,1.0,G,74.0
David Tillman,24,3.0,144,2.6,6.0,2.6,6.0,0.0,0.0,0.0,3.0,4.3,1.7,0.4,5.1,3.8,11.9,arkansas-pine-bluff,2016,3.0,C,82.0
Larry Johnson,25,1.0,99,1.9,6.8,1.9,4.9,0.0,1.9,0.0,1.9,4.9,1.9,1.2,0.0,7.4,10.5,arkansas-pine-bluff,2016,4.0,G,75.0
Anthony Livingston,31,31.0,961,9.6,22.2,8.3,17.5,1.3,4.8,7.0,8.1,16.5,0.9,1.1,1.4,3.1,5.1,arkansas-state,2016,3.0,F,80.0
Devin Carter,31,30.0,1110,9.0,19.8,4.7,9.3,4.3,10.4,4.0,5.8,6.7,3.0,1.1,0.5,2.8,4.2,arkansas-state,2016,3.0,G,76.0
Nouhoum Bocoum,29,5.0,431,9.7,20.1,9.7,19.8,0.0,0.3,6.7,9.7,15.1,1.4,0.3,2.5,3.7,5.1,arkansas-state,2016,4.0,C,82.0
Kelvin Downs,10,3.0,134,9.0,14.3,9.0,14.3,0.0,0.0,2.9,2.9,11.0,1.6,1.2,3.3,4.5,7.4,arkansas-state,2016,4.0,F,81.0
Donte Thomas,26,25.0,828,5.8,12.7,5.5,11.1,0.3,1.6,7.3,10.9,10.0,9.7,2.1,0.5,5.0,4.7,arkansas-state,2016,3.0,G,75.0
Sean Gardner,30,27.0,972,6.0,17.2,3.8,9.9,2.1,7.3,3.4,4.1,6.0,2.9,1.5,0.4,2.9,3.7,arkansas-state,2016,4.0,G,77.0
Charles Waters,31,17.0,424,6.6,14.2,6.6,14.1,0.0,0.1,3.7,5.2,14.9,1.4,2.2,4.3,3.4,11.0,arkansas-state,2016,4.0,F,78.0
Connor Kern,8,1.0,87,6.3,16.4,2.5,3.8,3.8,12.6,0.0,0.0,3.8,1.3,1.9,0.0,2.5,8.2,arkansas-state,2016,1.0,G,76.0
Frederic Dure,30,9.0,693,3.6,11.0,2.4,6.2,1.2,4.8,5.1,7.7,7.5,4.5,1.3,1.5,4.1,5.4,arkansas-state,2016,4.0,G,77.0
Christian Davis,28,6.0,234,2.8,10.8,2.8,10.1,0.0,0.7,4.2,6.6,8.9,0.2,0.9,1.4,4.5,11.0,arkansas-state,2016,1.0,F,79.0
P.J. Hardwick,7,1.0,142,1.5,6.9,1.2,5.8,0.4,1.2,3.1,4.6,6.6,7.3,2.7,0.0,3.9,4.6,arkansas-state,2016,3.0,G,70.0
Josh Pierre,24,0.0,286,1.0,6.9,0.0,1.0,1.0,5.9,1.3,1.9,5.6,0.8,1.0,0.2,0.8,3.3,arkansas-state,2016,4.0,G,72.0
Dusty Hannahs,32,20.0,866,11.3,24.6,6.0,12.5,5.2,12.1,6.5,7.4,5.0,1.9,1.3,0.0,2.7,4.4,arkansas,2016,3.0,G,75.0
Anthlon Bell,32,30.0,917,10.5,24.6,5.1,12.2,5.4,12.4,4.2,5.0,5.7,2.4,1.2,0.4,2.1,4.3,arkansas,2016,4.0,G,75.0
Moses Kingsley,32,31.0,945,10.9,19.8,10.9,19.8,0.0,0.0,8.4,13.2,17.7,2.3,2.1,4.5,3.9,5.6,arkansas,2016,2.0,C,82.0
Lorenzo Jenkins,1,0.0,7,8.0,32.0,0.0,24.0,8.0,8.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,arkansas,2016,1.0,G,79.0
Jimmy Whitt,32,10.0,550,7.6,19.8,7.0,18.2,0.6,1.6,3.9,4.9,5.4,3.5,2.0,0.6,3.2,6.7,arkansas,2016,1.0,G,76.0
Anton Beard,23,1.0,481,6.6,19.1,4.4,11.4,2.2,7.7,3.1,4.9,6.2,4.7,2.7,0.2,2.0,6.2,arkansas,2016,2.0,G,72.0
Manuale Watkins,32,9.0,629,6.2,12.9,6.2,12.8,0.0,0.1,2.2,4.1,8.6,5.9,2.2,0.3,2.1,4.9,arkansas,2016,3.0,G,75.0
Willy Kouassi,31,2.0,255,4.6,7.9,4.6,7.9,0.0,0.0,4.4,7.9,13.2,0.2,0.7,4.2,2.2,9.0,arkansas,2016,4.0,C,82.0
Jabril Durham,32,32.0,891,3.7,10.6,2.5,6.4,1.2,4.2,3.8,4.8,7.0,12.8,3.3,0.1,3.7,4.4,arkansas,2016,4.0,G,73.0
Keaton Miles,32,24.0,480,4.1,12.0,4.0,11.6,0.1,0.5,2.5,5.6,10.6,3.4,2.3,2.7,4.0,9.6,arkansas,2016,4.0,F,79.0
Trey Thompson,29,1.0,503,4.1,6.8,4.1,6.8,0.0,0.0,1.8,3.5,13.8,4.0,1.4,3.0,3.6,9.8,arkansas,2016,2.0,F,81.0
Jake Mosiman,2,0.0,1,0.0,56.1,0.0,56.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arkansas,2016,3.0,G,72.0
Tristan Simmons,1,0.0,0,,,,,,,,,,,,,,,arkansas,2016,3.0,G,70.0
Tanner Plomb,28,27.0,879,12.0,28.3,6.9,14.0,5.0,14.3,6.0,8.1,10.2,2.6,1.6,0.5,3.0,3.0,army,2016,4.0,F,79.0
Maxwell Lenox,3,1.0,10,16.6,22.2,16.6,16.6,0.0,5.5,0.0,16.6,38.8,0.0,5.5,11.1,0.0,0.0,army,2016,4.0,G,72.0
Kyle Wilson,33,33.0,1074,9.0,24.3,3.9,8.7,5.2,15.5,3.6,4.5,3.9,2.8,0.7,0.5,3.0,2.9,army,2016,4.0,G,76.0
Luke Morrison,21,0.0,218,9.7,25.2,4.3,11.4,5.3,13.7,2.0,2.3,10.9,1.3,3.1,0.0,4.6,7.6,army,2016,2.0,F,78.0
Kevin Ferguson,29,27.0,798,10.7,17.4,10.7,17.4,0.0,0.0,5.1,7.3,19.4,2.4,1.0,3.2,3.7,6.0,army,2016,4.0,C,82.0
Nathan Dodge,8,0.0,57,7.8,17.5,1.0,2.9,6.8,14.6,1.0,1.0,3.9,1.0,2.9,0.0,2.9,4.9,army,2016,2.0,G,74.0
Adam Roe,33,0.0,294,6.4,18.3,1.7,5.7,4.7,12.6,2.5,4.0,7.4,2.1,1.5,0.4,2.6,6.0,army,2016,1.0,F,77.0
Kennedy Edwards,30,0.0,432,6.9,17.1,5.3,11.0,1.7,6.0,2.6,4.7,13.0,2.2,2.1,1.5,3.1,6.4,army,2016,3.0,F,78.0
Dylan Cox,31,29.0,862,5.9,11.7,5.6,10.5,0.3,1.2,3.9,5.7,8.9,9.5,1.5,1.0,5.0,4.8,army,2016,4.0,G,76.0
John Emezie,33,6.0,388,5.0,13.0,3.9,8.3,1.1,4.7,3.7,6.9,5.6,2.9,0.7,1.1,4.3,8.0,army,2016,1.0,G,78.0
Cayne Edwards,9,0.0,47,3.5,8.3,2.4,3.5,1.2,4.7,5.9,9.4,20.0,3.5,2.4,1.2,5.9,5.9,army,2016,1.0,G,76.0
Larry Toomey,33,32.0,820,4.1,10.5,2.4,5.6,1.6,4.9,3.2,4.5,12.7,4.6,1.0,0.7,2.5,5.1,army,2016,4.0,F,78.0
Jordan Fox,33,3.0,403,4.3,10.3,3.2,6.6,1.1,3.7,2.3,2.9,5.1,10.2,2.1,0.3,5.2,6.3,army,2016,1.0,G,73.0
Scott Mammel,12,0.0,70,3.2,11.1,2.4,6.3,0.8,4.7,4.7,4.7,7.1,7.1,1.6,0.0,4.7,5.5,army,2016,3.0,G,71.0
Daniel Andrews,2,0.0,5,0.0,11.1,0.0,11.1,0.0,0.0,11.1,44.3,11.1,0.0,11.1,0.0,11.1,0.0,army,2016,1.0,F,79.0
Mac Hoffman,25,5.0,295,2.4,6.0,2.3,5.4,0.2,0.6,2.1,3.0,13.0,2.4,0.9,0.8,2.4,9.4,army,2016,3.0,F,80.0
John Miller,6,1.0,24,2.3,4.6,2.3,4.6,0.0,0.0,0.0,9.2,13.9,0.0,4.6,2.3,2.3,2.3,army,2016,1.0,C,81.0
Travis Rollo,16,1.0,67,0.0,3.3,0.0,3.3,0.0,0.0,0.8,1.7,10.8,0.8,0.8,0.8,1.7,5.0,army,2016,4.0,F,79.0
Richard Brown,3,0.0,7,0.0,7.9,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,army,2016,3.0,G,78.0
Cole Blackstock,5,0.0,9,6.1,6.1,6.1,6.1,0.0,0.0,18.4,18.4,0.0,0.0,0.0,0.0,0.0,12.3,auburn,2016,1.0,F,81.0
Kareem Canty,21,21.0,721,9.6,24.0,4.4,9.4,5.3,14.6,4.8,6.5,4.7,8.5,1.2,0.0,4.7,3.1,auburn,2016,3.0,G,72.0
Tyler Harris,30,29.0,855,9.1,20.1,8.5,17.7,0.6,2.3,8.2,12.5,14.8,2.6,1.4,0.9,4.9,6.4,auburn,2016,4.0,F,81.0
Bryce Brown,30,11.0,742,6.9,20.4,1.1,4.7,5.8,15.7,2.8,3.4,4.1,1.5,0.8,0.0,2.3,5.4,auburn,2016,1.0,G,75.0
T.J. Dunans,16,14.0,470,7.6,16.6,6.0,11.6,1.6,4.9,4.8,6.9,4.7,6.3,2.9,2.0,5.8,6.2,auburn,2016,3.0,G,77.0
Cinmeon Bowers,30,20.0,854,6.7,18.2,5.7,14.3,1.0,3.9,5.9,11.0,18.7,3.0,1.9,0.8,5.7,4.5,auburn,2016,4.0,F,79.0
Cole Stockton,8,0.0,14,3.9,19.7,0.0,7.9,3.9,11.8,7.9,7.9,7.9,7.9,0.0,0.0,0.0,3.9,auburn,2016,4.0,G,77.0
Jonathan Walker,10,0.0,19,5.8,17.4,0.0,2.9,5.8,14.5,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,auburn,2016,4.0,G,75.0
TJ Lang,31,28.0,772,4.6,10.8,1.1,2.3,3.4,8.5,3.1,4.5,4.6,1.4,1.1,0.1,1.4,5.2,auburn,2016,2.0,G,79.0
Horace Spencer,31,18.0,562,6.2,14.7,6.2,14.6,0.0,0.1,3.2,6.7,15.0,1.5,1.4,6.4,4.2,11.3,auburn,2016,1.0,F,81.0
Tahj Shamsid-Deen,5,0.0,58,4.8,16.2,2.9,8.6,1.9,7.6,1.0,2.9,5.7,7.6,2.9,0.0,1.9,1.9,auburn,2016,3.0,G,70.0
Jordon Granger,31,13.0,666,4.1,9.3,1.8,2.4,2.2,6.9,1.8,2.8,5.8,1.5,1.5,1.2,1.2,5.0,auburn,2016,4.0,F,80.0
New Williams,21,0.0,134,2.5,10.7,0.8,3.3,1.6,7.4,0.8,3.3,7.0,2.1,1.2,0.4,2.5,7.0,auburn,2016,1.0,G,74.0
Patrick Keim,23,0.0,150,0.7,5.1,0.0,1.1,0.7,4.0,1.5,3.3,4.4,1.8,1.5,0.0,3.7,7.0,auburn,2016,2.0,G,74.0
Devin Waddell,26,1.0,170,0.6,4.5,0.3,1.3,0.3,3.2,0.3,0.6,3.2,1.0,1.9,0.0,3.2,9.7,auburn,2016,3.0,G,77.0
Zach Allison,10,0.0,27,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,14.3,8.2,0.0,0.0,12.3,8.2,auburn,2016,1.0,G,74.0
Trey Tate,1,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,0.0,0.0,0.0,0.0,0.0,auburn,2016,1.0,F,78.0
Chris Horton,36,36.0,1213,11.6,19.3,11.6,19.3,0.0,0.0,8.4,13.5,20.1,2.5,2.3,2.9,4.6,3.6,austin-peay,2016,4.0,C,80.0
Josh Robinson,36,36.0,1228,8.5,21.3,5.2,11.5,3.3,9.7,7.7,9.2,5.2,4.2,1.7,0.0,4.5,2.3,austin-peay,2016,2.0,G,75.0
John Murry,27,0.0,293,8.3,18.4,5.8,11.0,2.5,7.3,8.3,11.2,8.7,2.3,1.9,0.0,4.8,4.4,austin-peay,2016,3.0,G,75.0
Steve Harris,12,0.0,36,11.0,25.2,9.4,22.0,1.6,3.1,1.6,7.9,15.7,0.0,3.1,1.6,1.6,4.7,austin-peay,2016,1.0,F,77.0
Khalil Davis,36,36.0,1129,6.7,15.7,5.0,9.6,1.7,6.0,5.2,7.7,7.2,4.9,2.2,0.6,4.7,5.0,austin-peay,2016,4.0,G,77.0
Chris Porter-Bunton,36,1.0,448,7.0,13.3,5.3,10.0,1.6,3.3,3.5,5.1,8.7,2.5,1.8,0.4,2.3,10.1,austin-peay,2016,1.0,G,76.0
Kenny Jones,36,35.0,864,7.9,15.0,7.7,14.3,0.3,0.7,2.5,6.0,12.6,3.0,1.8,1.1,3.7,5.8,austin-peay,2016,3.0,F,78.0
Jared Savage,36,7.0,709,6.0,14.2,1.8,3.8,4.2,10.5,2.3,2.9,8.7,2.4,1.9,0.1,1.4,4.6,austin-peay,2016,1.0,G,77.0
Zach Glotta,33,8.0,489,3.9,10.0,0.8,1.5,3.1,8.5,0.8,1.0,3.9,4.5,1.9,0.0,2.7,5.9,austin-peay,2016,1.0,G,72.0
Assane Diop,21,0.0,99,5.2,16.0,4.6,15.5,0.6,0.6,0.0,0.6,12.6,6.3,0.6,1.1,5.2,12.6,austin-peay,2016,3.0,F,80.0
Terrell Thompson,24,21.0,557,3.0,9.3,2.3,7.0,0.6,2.2,2.2,3.5,4.2,5.6,1.8,0.2,4.0,5.9,austin-peay,2016,3.0,G,73.0
Adam Pike,6,0.0,7,0.0,16.2,0.0,16.2,0.0,0.0,8.1,16.2,16.2,0.0,0.0,0.0,0.0,8.1,austin-peay,2016,1.0,G,73.0
Tre' Ivory,30,0.0,203,1.7,5.3,1.7,4.2,0.0,1.1,2.5,5.0,4.2,6.1,2.2,0.0,3.9,7.0,austin-peay,2016,2.0,G,71.0
Domas Budrys,12,0.0,25,0.0,29.5,0.0,15.9,0.0,13.6,0.0,0.0,4.5,2.3,2.3,0.0,0.0,0.0,austin-peay,2016,2.0,G,76.0
Franko House,35,30.0,945,9.7,18.0,9.5,17.0,0.2,1.0,7.7,10.9,12.9,4.8,1.5,1.2,4.3,7.3,ball-state,2016,3.0,F,78.0
Bik Gill,5,0.0,26,7.0,7.0,2.3,2.3,4.6,4.6,7.0,9.3,16.3,2.3,4.6,2.3,4.6,7.0,ball-state,2016,4.0,F,79.0
Bo Calhoun,35,31.0,929,9.3,20.2,7.0,13.6,2.3,6.6,3.4,4.4,19.3,2.6,2.0,1.2,4.0,5.5,ball-state,2016,4.0,F,78.0
Jeremie Tyler,35,18.0,796,8.7,22.3,4.3,9.9,4.5,12.4,2.4,3.1,4.3,2.6,1.8,0.9,2.0,4.4,ball-state,2016,2.0,G,74.0
Ryan Weber,33,33.0,952,6.7,15.6,2.3,4.5,4.4,11.1,4.1,5.2,9.3,3.3,0.8,0.4,3.0,3.7,ball-state,2016,4.0,F,78.0
Jeremiah Davis,22,2.0,388,6.9,16.4,5.5,10.7,1.4,5.6,6.4,8.3,9.5,8.6,1.7,1.6,7.3,5.5,ball-state,2016,4.0,G,76.0
Sean Sellers,33,2.0,605,6.9,15.9,3.1,6.1,3.8,9.8,3.6,4.9,9.9,3.7,1.3,0.7,2.7,4.2,ball-state,2016,2.0,F,78.0
Francis Kiapway,35,32.0,942,6.2,14.3,1.4,3.0,4.7,11.4,2.3,3.3,3.0,3.3,1.3,0.2,2.9,3.4,ball-state,2016,2.0,G,75.0
Trey Moses,35,9.0,671,6.6,13.4,6.3,12.7,0.3,0.7,5.0,9.5,13.4,5.5,0.9,3.2,4.4,8.6,ball-state,2016,1.0,F,81.0
Kaleb Mallory,4,0.0,10,6.0,12.1,6.0,6.0,0.0,6.0,6.0,12.1,6.0,12.1,6.0,0.0,12.1,0.0,ball-state,2016,3.0,G,68.0
Nate Wells,28,0.0,216,4.8,10.6,4.8,10.6,0.0,0.0,3.1,5.9,10.6,2.2,1.4,2.5,3.6,10.1,ball-state,2016,4.0,C,85.0
Naiel Smith,35,18.0,664,3.3,9.8,2.3,6.2,1.0,3.6,1.0,2.3,7.6,8.6,3.5,0.4,5.4,7.8,ball-state,2016,3.0,G,77.0
Rocco Belcaster,2,0.0,6,0.0,10.1,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,10.1,0.0,0.0,10.1,ball-state,2016,4.0,F,79.0
Johnathan Motley,34,9.0,711,12.7,20.7,12.7,20.6,0.0,0.2,5.9,9.7,14.5,2.5,1.5,3.2,4.2,8.5,baylor,2016,2.0,F,81.0
Taurean Prince,34,34.0,1040,10.6,24.6,7.6,16.3,3.0,8.4,6.4,8.3,11.7,4.4,2.4,1.4,5.2,4.9,baylor,2016,4.0,F,79.0
T.J. Maston,34,0.0,412,11.2,19.7,11.2,19.7,0.0,0.0,7.5,9.1,12.1,2.0,2.3,1.7,4.6,7.8,baylor,2016,2.0,F,79.0
Rico Gathers,32,25.0,817,9.6,18.8,9.6,18.8,0.1,0.1,6.7,10.6,20.8,1.2,2.2,1.9,2.8,5.7,baylor,2016,4.0,F,80.0
Allerik Freeman,34,34.0,1021,7.2,17.1,4.3,9.5,2.9,7.6,5.0,5.9,6.6,3.3,1.5,0.1,2.6,2.8,baylor,2016,2.0,G,75.0
King McClure,34,0.0,444,6.9,15.5,3.1,5.2,3.9,10.3,2.4,3.6,5.2,2.9,4.0,0.5,1.9,6.3,baylor,2016,1.0,G,75.0
Austin Mills,10,0.0,34,5.2,15.7,1.7,3.5,3.5,12.2,3.5,3.5,3.5,12.2,1.7,1.7,5.2,0.0,baylor,2016,4.0,G,73.0
Lester Medford,34,34.0,1103,5.2,13.3,3.0,7.1,2.3,6.2,3.6,4.8,4.1,11.9,2.9,0.2,4.2,4.7,baylor,2016,4.0,G,70.0
John Heard,9,0.0,22,5.4,24.2,2.7,8.1,2.7,16.1,2.7,2.7,10.8,0.0,2.7,0.0,0.0,2.7,baylor,2016,4.0,F,77.0
Ishmail Wainright,34,34.0,841,5.1,12.0,3.2,7.2,2.0,4.9,1.9,2.6,10.3,6.3,2.4,1.3,3.2,7.0,baylor,2016,3.0,G,77.0
Jake Lindsey,34,0.0,431,4.3,10.6,3.7,8.2,0.5,2.3,2.1,3.0,6.9,9.3,2.2,0.7,3.3,7.7,baylor,2016,1.0,G,77.0
Mack Mercer,23,0.0,256,13.5,26.2,11.6,21.3,1.9,4.9,8.2,9.9,15.0,1.9,1.3,3.2,3.2,9.9,belmont,2016,2.0,F,81.0
Evan Bradds,32,32.0,980,11.8,16.5,11.6,16.1,0.2,0.4,7.9,11.2,16.5,3.9,0.6,0.4,4.4,5.1,belmont,2016,3.0,G,79.0
Nick Smith,28,0.0,352,9.1,22.3,1.9,2.3,7.2,20.0,3.1,4.5,7.8,1.4,0.9,0.2,2.2,7.2,belmont,2016,3.0,F,80.0
Craig Bradshaw,32,32.0,1034,9.4,21.2,4.7,8.7,4.6,12.5,4.6,6.3,6.7,5.5,2.1,0.6,4.1,4.3,belmont,2016,4.0,G,75.0
Kevin McClain,32,0.0,348,9.9,23.4,6.8,12.8,3.2,10.6,4.4,6.6,6.5,3.8,1.4,0.6,6.5,7.4,belmont,2016,1.0,G,74.0
Tyler Hadden,24,1.0,94,8.8,18.7,7.6,13.4,1.2,5.3,4.7,8.2,11.7,0.6,0.6,1.2,4.1,14.0,belmont,2016,2.0,C,82.0
Amanze Egekeze,31,31.0,705,7.5,13.9,4.1,5.9,3.4,8.0,3.4,4.4,8.3,1.7,1.0,1.0,2.1,7.5,belmont,2016,2.0,F,80.0
Taylor Barnette,32,32.0,936,6.6,16.0,2.3,4.1,4.3,11.9,2.3,2.9,4.2,3.8,0.8,0.3,1.0,2.8,belmont,2016,3.0,G,75.0
Josh Lester,13,0.0,33,5.0,10.0,3.3,5.0,1.7,5.0,5.0,6.7,10.0,0.0,0.0,0.0,3.3,8.3,belmont,2016,2.0,F,78.0
Dylan Windler,32,1.0,590,4.6,9.2,3.5,4.9,1.0,4.3,2.8,4.2,13.5,2.7,1.9,1.8,3.1,6.5,belmont,2016,1.0,G,79.0
Austin Luke,32,30.0,888,4.0,8.9,1.5,2.5,2.5,6.3,1.9,2.6,5.4,12.4,1.2,0.1,7.5,3.7,belmont,2016,2.0,G,75.0
Burton Sampson,14,0.0,102,2.2,3.2,1.1,1.6,1.1,1.6,1.1,2.2,1.6,3.2,3.8,0.0,3.8,5.9,belmont,2016,2.0,G,76.0
Jeff Laidig,30,1.0,107,0.0,3.1,0.0,1.0,0.0,2.1,1.0,1.0,7.7,3.1,0.0,0.0,1.5,8.2,belmont,2016,4.0,G,76.0
Michael Benkert,1,0.0,0,,,,,,,,,,,,,,,belmont,2016,1.0,G,76.0
Mario Moody,32,26.0,889,10.1,20.7,8.3,15.1,1.8,5.6,5.3,7.7,15.7,2.2,1.9,5.0,5.3,6.7,bethune-cookman,2016,4.0,F,79.0
Jordan Potts,32,32.0,1207,7.6,21.8,3.5,8.9,4.1,12.9,5.6,7.2,4.9,6.7,2.4,0.1,4.4,3.7,bethune-cookman,2016,3.0,G,71.0
Diamante Lewis,30,9.0,628,8.1,20.3,5.6,13.8,2.5,6.5,2.8,4.6,10.9,4.1,2.1,0.3,3.5,6.9,bethune-cookman,2016,3.0,G,75.0
Ricky Johnson,32,30.0,1030,5.8,16.8,3.0,7.2,2.8,9.6,4.9,6.3,5.0,3.2,1.5,0.0,3.0,3.8,bethune-cookman,2016,4.0,G,69.0
Josue Salaam,27,7.0,326,6.5,17.1,1.8,4.5,4.7,12.6,0.9,1.6,7.9,2.0,0.9,0.0,1.4,5.9,bethune-cookman,2016,3.0,G,76.0
Gus Navickas,1,0.0,13,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,18.1,4.5,0.0,4.5,9.0,4.5,bethune-cookman,2016,1.0,F,78.0
Quinton Forrest,30,11.0,495,7.2,13.8,6.8,11.3,0.5,2.5,2.6,5.2,9.5,2.1,2.6,0.6,3.2,3.4,bethune-cookman,2016,1.0,G,77.0
LaRon Smith,32,32.0,814,7.7,13.2,7.7,13.2,0.0,0.0,0.9,3.5,16.0,1.4,0.8,6.9,2.7,6.9,bethune-cookman,2016,3.0,F,80.0
Randy Holmes,32,11.0,714,5.8,15.1,4.4,10.3,1.3,4.9,3.5,4.4,10.4,2.4,1.9,0.6,3.5,7.3,bethune-cookman,2016,3.0,F,77.0
Marquel Ingram,27,2.0,347,4.2,13.0,1.9,5.1,2.4,8.0,2.7,3.0,7.6,3.6,1.4,0.0,4.2,5.9,bethune-cookman,2016,1.0,G,74.0
Jackie Saucer,2,0.0,12,0.0,9.8,0.0,0.0,0.0,9.8,0.0,0.0,4.9,0.0,4.9,0.0,14.7,9.8,bethune-cookman,2016,1.0,G,71.0
Willie Rodriguez,30,30.0,945,9.8,21.7,8.4,16.5,1.4,5.3,7.4,9.7,12.6,2.5,2.0,0.6,4.9,5.3,binghamton,2016,2.0,F,78.0
Dusan Perovic,30,11.0,482,7.0,23.4,3.6,11.9,3.4,11.5,2.5,3.3,8.6,2.8,0.5,0.5,3.2,6.3,binghamton,2016,2.0,F,81.0
Everson Davis,30,28.0,862,6.5,18.7,5.9,14.6,0.7,4.1,5.6,7.7,8.6,5.2,1.7,0.6,6.3,5.9,binghamton,2016,1.0,G,75.0
Marlon Beck,30,27.0,984,5.6,15.9,1.1,3.6,4.4,12.3,2.3,3.4,4.9,3.7,2.1,0.1,2.7,4.0,binghamton,2016,3.0,G,71.0
Bobby Ahearn,29,10.0,472,6.9,14.1,6.9,14.1,0.0,0.0,3.8,5.0,12.8,2.1,0.8,0.6,3.8,9.1,binghamton,2016,2.0,F,78.0
Romello Walker,7,2.0,127,5.1,19.6,3.3,9.8,1.9,9.8,3.7,5.1,10.3,3.3,0.5,1.4,5.6,5.1,binghamton,2016,2.0,G,78.0
John Schurman,24,0.0,175,5.4,21.0,1.4,3.1,4.1,18.0,0.0,0.3,7.5,0.7,1.0,0.3,1.0,3.7,binghamton,2016,1.0,G,78.0
